'active','base','category','created','description','others','id','label','lang','address','latitude','longitude','time','updated'
'True','https://city-api.wearebitmaker.com/CitySDK/pois','[{''lang'': ''pt-PT'', ''value'': ''Postos de Abastecimento''}, {''lang'': ''en-GB'', ''value'': ''Petrol station''}, {''lang'': ''es-ES'', ''value'': ''Gasolineras''}]','2019-05-06T14:57:06.345000Z','[]','[{''type'': ''x-citysdk/price'', ''value'': ''0''}, {''type'': ''x-citysdk/geographical-zone'', ''value'': ''Outras Zonas do Porto''}, {''type'': ''x-citysdk/themes'', ''value'': ''Investigar,Estudar''}, {''type'': ''x-citysdk/segments'', ''value'': ''Estudantes,Investigadores,Trabalhadores''}, {''type'': ''x-citysdk/cost-rating'', ''value'': ''1''}, {''type'': ''x-citysdk/average-time'', ''value'': ''0:0''}]','5cd04b42f979e000013a9c07','[{''lang'': ''pt-PT'', ''term'': ''primary'', ''value'': ''Auto Comercial Ouro''}, {''lang'': ''en-GB'', ''term'': ''primary'', ''value'': ''Auto Comercial Ouro''}, {''lang'': ''es-ES'', ''term'': ''primary'', ''value'': ''Auto Comercial Ouro''}]','pt-PT','BEGIN:VCARD VERSION:2.1 REV:20190226T17:27:45Z N:Auto Comercial Ouro;Auto Comercial Ouro;;; FN:Auto Comercial Ouro Auto Comercial Ouro ORG:Auto Comercial Ouro ADR;WORK:;71;Rua de Fernandes Tomás;Porto;Porto;4049-040;Portugal TEL;WORK;VOICE:+351 225192800 TEL;WORK;FAX:+351 225192888 EMAIL;PREF;INTERNET:ouro@ac-ouro.pt END:VCARD','41.14851800','-8.59976100','[{''term'': ''open'', ''type'': ''text/icalendar'', ''value'': ''BEGIN:VCALENDAR VERSION:2.0 END:VCALENDAR''}]','2019-06-18T09:50:31.768000Z'
'True','https://city-api.wearebitmaker.com/CitySDK/pois','[{''lang'': ''pt-PT'', ''value'': ''Postos de Abastecimento''}, {''lang'': ''en-GB'', ''value'': ''Petrol station''}, {''lang'': ''es-ES'', ''value'': ''Gasolineras''}]','2019-05-06T14:57:06.348000Z','[{''lang'': ''pt-PT'', ''value'': ''Península Boutique Center ''}, {''lang'': ''en-GB'', ''value'': ''Península Boutique Center ''}, {''lang'': ''es-ES'', ''value'': ''Península Boutique Center ''}]','[{''type'': ''x-citysdk/price'', ''value'': ''0''}, {''type'': ''x-citysdk/geographical-zone'', ''value'': ''Outras Zonas do Porto''}, {''type'': ''x-citysdk/themes'', ''value'': ''Estudar,Investigar''}, {''type'': ''x-citysdk/segments'', ''value'': ''Trabalhadores,Investigadores,Estudantes''}, {''type'': ''x-citysdk/cost-rating'', ''value'': ''1''}, {''type'': ''x-citysdk/average-time'', ''value'': ''0:0''}]','5cd04b42f979e000013a9c08','[{''lang'': ''pt-PT'', ''term'': ''primary'', ''value'': ''Petróleos de Portugal-Petrogal,SA''}, {''lang'': ''en-GB'', ''term'': ''primary'', ''value'': ''Petróleos de Portugal-Petrogal,SA''}, {''lang'': ''es-ES'', ''term'': ''primary'', ''value'': ''Petróleos de Portugal-Petrogal,SA''}]','pt-PT','BEGIN:VCARD VERSION:2.1 REV:20190226T17:27:45Z N:Petróleos de Portugal-Petrogal\,SA;Petróleos de Portugal-Petrogal\,SA;;; FN:Petróleos de Portugal-Petrogal\,SA Petróleos de Portugal-Petrogal\,SA ORG:Petróleos de Portugal-Petrogal\,SA ADR;WORK:;82;Estrada da Circunvalação;Porto;Porto;;Portugal TEL;WORK;VOICE:+351 225300126 END:VCARD','41.14559600','-8.57830900','[{''term'': ''open'', ''type'': ''text/icalendar'', ''value'': ''BEGIN:VCALENDAR VERSION:2.0 END:VCALENDAR''}]','2019-06-18T09:52:05.777000Z'
'True','https://city-api.wearebitmaker.com/CitySDK/pois','[{''lang'': ''pt-PT'', ''value'': ''Postos de Abastecimento''}, {''lang'': ''en-GB'', ''value'': ''Petrol station''}, {''lang'': ''es-ES'', ''value'': ''Gasolineras''}]','2019-05-06T14:57:06.349000Z','[]','[{''type'': ''x-citysdk/geographical-zone'', ''value'': ''Outras Zonas do Porto''}, {''type'': ''x-citysdk/themes'', ''value'': ''Investigar,Estudar''}, {''type'': ''x-citysdk/segments'', ''value'': ''Trabalhadores,Investigadores,Estudantes''}, {''type'': ''x-citysdk/cost-rating'', ''value'': ''1''}, {''type'': ''x-citysdk/average-time'', ''value'': ''0:0''}]','5cd04b42f979e000013a9c09','[{''lang'': ''pt-PT'', ''term'': ''primary'', ''value'': ''Carlos José Afonso''}, {''lang'': ''en-GB'', ''term'': ''primary'', ''value'': ''Carlos José Afonso''}, {''lang'': ''es-ES'', ''term'': ''primary'', ''value'': ''Carlos José Afonso''}]','pt-PT','BEGIN:VCARD VERSION:2.1 REV:20190226T17:27:45Z N:Carlos José Afonso;Carlos José Afonso;;; FN:Carlos José Afonso Carlos José Afonso ORG:Carlos José Afonso ADR;WORK:;148;Rua das Carvalheiras;Porto;Porto;4000-159;Portugal TEL;WORK;VOICE:+351 222086136 END:VCARD','41.15246600','-8.60673800','[{''term'': ''open'', ''type'': ''text/icalendar'', ''value'': ''BEGIN:VCALENDAR VERSION:2.0 END:VCALENDAR''}]','2019-06-18T09:53:05.721000Z'
'True','https://city-api.wearebitmaker.com/CitySDK/pois','[{''lang'': ''pt-PT'', ''value'': ''Postos de Abastecimento''}, {''lang'': ''en-GB'', ''value'': ''Petrol station''}, {''lang'': ''es-ES'', ''value'': ''Gasolineras''}]','2019-05-06T14:57:06.350000Z','[]','[{''type'': ''x-citysdk/geographical-zone'', ''value'': ''Outras Zonas do Porto''}, {''type'': ''x-citysdk/themes'', ''value'': ''Estudar,Investigar''}, {''type'': ''x-citysdk/segments'', ''value'': ''Investigadores,Estudantes,Trabalhadores''}, {''type'': ''x-citysdk/cost-rating'', ''value'': ''1''}, {''type'': ''x-citysdk/average-time'', ''value'': ''0:0''}]','5cd04b42f979e000013a9c0a','[{''lang'': ''pt-PT'', ''term'': ''primary'', ''value'': ''J. Arnaldo Costa & Filhos, Lda.''}, {''lang'': ''en-GB'', ''term'': ''primary'', ''value'': ''J. Arnaldo Costa & Filhos, Lda.''}, {''lang'': ''es-ES'', ''term'': ''primary'', ''value'': ''J. Arnaldo Costa & Filhos, Lda.''}]','pt-PT','BEGIN:VCARD VERSION:2.1 REV:20190226T17:27:45Z N:J. Arnaldo Costa & Filhos\, Lda.;J. Arnaldo Costa & Filhos\, Lda.;;; FN:J. Arnaldo Costa & Filhos\, Lda. J. Arnaldo Costa & Filhos\, Lda. ORG:J. Arnaldo Costa & Filhos\, Lda. ADR;WORK:;;Rua da Regeneração;Porto;Porto;;Portugal TEL;WORK;VOICE:+351 222001111 END:VCARD','41.15600500','-8.61178300','[{''term'': ''open'', ''type'': ''text/icalendar'', ''value'': ''BEGIN:VCALENDAR VERSION:2.0 END:VCALENDAR''}]','2019-06-18T09:53:42.694000Z'
'True','https://city-api.wearebitmaker.com/CitySDK/pois','[{''lang'': ''pt-PT'', ''value'': ''Postos de Abastecimento''}, {''lang'': ''en-GB'', ''value'': ''Petrol station''}, {''lang'': ''es-ES'', ''value'': ''Gasolineras''}]','2019-05-06T14:57:06.350000Z','[{''lang'': ''pt-PT'', ''value'': ''Livraria Lello, S.A.''}, {''lang'': ''en-GB'', ''value'': ''Livraria Lello, S.A.''}, {''lang'': ''es-ES'', ''value'': ''Livraria Lello, S.A.''}]','[{''type'': ''x-citysdk/geographical-zone'', ''value'': ''Outras Zonas do Porto''}, {''type'': ''x-citysdk/themes'', ''value'': ''Estudar,Investigar''}, {''type'': ''x-citysdk/segments'', ''value'': ''Investigadores,Estudantes,Trabalhadores''}, {''type'': ''x-citysdk/cost-rating'', ''value'': ''1''}, {''type'': ''x-citysdk/average-time'', ''value'': ''0:0''}]','5cd04b42f979e000013a9c0b','[{''lang'': ''pt-PT'', ''term'': ''primary'', ''value'': ''Maia & Menezes, Lda''}, {''lang'': ''en-GB'', ''term'': ''primary'', ''value'': ''Maia & Menezes, Lda''}, {''lang'': ''es-ES'', ''term'': ''primary'', ''value'': ''Maia & Menezes, Lda''}]','pt-PT','BEGIN:VCARD VERSION:2.1 REV:20190226T17:27:45Z N:Maia & Menezes\, Lda;Maia & Menezes\, Lda;;; FN:Maia & Menezes\, Lda Maia & Menezes\, Lda ORG:Maia & Menezes\, Lda ADR;WORK:;300-A;Rua do Marechal Saldanha;Porto;Porto;4150-651;Portugal TEL;WORK;VOICE:+351 226180235 END:VCARD','41.15722500','-8.67928200','[{''term'': ''open'', ''type'': ''text/icalendar'', ''value'': ''BEGIN:VCALENDAR VERSION:2.0 END:VCALENDAR''}]','2019-06-18T09:54:40.462000Z'
'True','https://city-api.wearebitmaker.com/CitySDK/pois','[{''lang'': ''pt-PT'', ''value'': ''Postos de Abastecimento''}, {''lang'': ''en-GB'', ''value'': ''Petrol station''}, {''lang'': ''es-ES'', ''value'': ''Gasolineras''}]','2019-05-06T14:57:06.352000Z','[{''lang'': ''pt-PT'', ''value'': ''Fernando S. Dias dos Santos''}, {''lang'': ''en-GB'', ''value'': ''Fernando S. Dias dos Santos''}, {''lang'': ''es-ES'', ''value'': ''Fernando S. Dias dos Santos''}]','[{''type'': ''x-citysdk/price'', ''value'': ''0''}, {''type'': ''x-citysdk/geographical-zone'', ''value'': ''Boavista''}, {''type'': ''x-citysdk/themes'', ''value'': ''Investigar,Estudar''}, {''type'': ''x-citysdk/segments'', ''value'': ''Investigadores,Trabalhadores,Estudantes''}, {''type'': ''x-citysdk/cost-rating'', ''value'': ''1''}, {''type'': ''x-citysdk/average-time'', ''value'': ''0:0''}]','5cd04b42f979e000013a9c0c','[{''lang'': ''pt-PT'', ''term'': ''primary'', ''value'': ''Francisco Dias & Ca., Lda.''}, {''lang'': ''en-GB'', ''term'': ''primary'', ''value'': ''Francisco Dias & Ca., Lda.''}, {''lang'': ''es-ES'', ''term'': ''primary'', ''value'': ''Francisco Dias & Ca., Lda.''}]','pt-PT','BEGIN:VCARD VERSION:2.1 REV:20190226T17:27:45Z N:Francisco Dias & Ca.\, Lda.;Francisco Dias & Ca.\, Lda.;;; FN:Francisco Dias & Ca.\, Lda. Francisco Dias & Ca.\, Lda. ORG:Francisco Dias & Ca.\, Lda. ADR;WORK:;2312;Rua da Constituição;Porto;Porto;;Portugal TEL;WORK;VOICE:+351 228312024 END:VCARD','41.16463200','-8.62556400','[{''term'': ''open'', ''type'': ''text/icalendar'', ''value'': ''BEGIN:VCALENDAR VERSION:2.0 END:VCALENDAR''}]','2019-06-18T09:55:19.019000Z'
'True','https://city-api.wearebitmaker.com/CitySDK/pois','[{''lang'': ''pt-PT'', ''value'': ''Postos de Abastecimento''}, {''lang'': ''en-GB'', ''value'': ''Petrol station''}, {''lang'': ''es-ES'', ''value'': ''Gasolineras''}]','2019-05-06T14:57:06.360000Z','[{''lang'': ''pt-PT'', ''value'': ''A Pérola do Bolhão ''}, {''lang'': ''en-GB'', ''value'': ''A Pérola do Bolhão ''}, {''lang'': ''es-ES'', ''value'': ''A Pérola do Bolhão ''}]','[{''type'': ''x-citysdk/price'', ''value'': ''0''}, {''type'': ''x-citysdk/geographical-zone'', ''value'': ''Outras Zonas do Porto''}, {''type'': ''x-citysdk/themes'', ''value'': ''Estudar,Investigar''}, {''type'': ''x-citysdk/segments'', ''value'': ''Trabalhadores,Investigadores,Estudantes''}, {''type'': ''x-citysdk/cost-rating'', ''value'': ''1''}, {''type'': ''x-citysdk/average-time'', ''value'': ''0:0''}]','5cd04b42f979e000013a9c0d','[{''lang'': ''pt-PT'', ''term'': ''primary'', ''value'': ''Rodogest, Lda.''}, {''lang'': ''en-GB'', ''term'': ''primary'', ''value'': ''Rodogest, Lda.''}, {''lang'': ''es-ES'', ''term'': ''primary'', ''value'': ''Rodogest, Lda.''}]','pt-PT','BEGIN:VCARD VERSION:2.1 REV:20190226T17:27:45Z N:Rodogest\, Lda.;Rodogest\, Lda.;;; FN:Rodogest\, Lda. Rodogest\, Lda. ORG:Rodogest\, Lda. ADR;WORK:;1757;Avenida de Fernão de Magalhães;Porto;Porto;;Portugal TEL;WORK;VOICE:+351 225092818 END:VCARD','41.16441200','-8.58937700','[{''term'': ''open'', ''type'': ''text/icalendar'', ''value'': ''BEGIN:VCALENDAR VERSION:2.0 END:VCALENDAR''}]','2019-06-18T09:56:30.265000Z'
'True','https://city-api.wearebitmaker.com/CitySDK/pois','[{''lang'': ''pt-PT'', ''value'': ''Postos de Abastecimento''}, {''lang'': ''en-GB'', ''value'': ''Petrol station''}, {''lang'': ''es-ES'', ''value'': ''Gasolineras''}]','2019-05-06T14:57:06.363000Z','[{''lang'': ''pt-PT'', ''value'': ''Armazém dos Linhos ''}, {''lang'': ''en-GB'', ''value'': ''Armazém dos Linhos ''}, {''lang'': ''es-ES'', ''value'': ''Armazém dos Linhos ''}]','[{''type'': ''x-citysdk/price'', ''value'': ''0''}, {''type'': ''x-citysdk/geographical-zone'', ''value'': ''Outras Zonas do Porto''}, {''type'': ''x-citysdk/themes'', ''value'': ''Estudar,Investigar''}, {''type'': ''x-citysdk/segments'', ''value'': ''Estudantes,Trabalhadores,Investigadores''}, {''type'': ''x-citysdk/cost-rating'', ''value'': ''1''}, {''type'': ''x-citysdk/average-time'', ''value'': ''0:0''}]','5cd04b42f979e000013a9c0e','[{''lang'': ''pt-PT'', ''term'': ''primary'', ''value'': ''Rodogest, Lda.''}, {''lang'': ''en-GB'', ''term'': ''primary'', ''value'': ''Rodogest, Lda.''}, {''lang'': ''es-ES'', ''term'': ''primary'', ''value'': ''Rodogest, Lda.''}]','pt-PT','BEGIN:VCARD VERSION:2.1 REV:20190226T17:27:45Z N:Rodogest\, Lda.;Rodogest\, Lda.;;; FN:Rodogest\, Lda. Rodogest\, Lda. ORG:Rodogest\, Lda. ADR;WORK:;334;Rua de Carlos Malheiro Dias;Porto;Porto;;Portugal TEL;WORK;VOICE:225028615 END:VCARD','41.16110800','-8.59732300','[{''term'': ''open'', ''type'': ''text/icalendar'', ''value'': ''BEGIN:VCALENDAR VERSION:2.0 END:VCALENDAR''}]','2019-06-18T09:57:02.161000Z'
'True','https://city-api.wearebitmaker.com/CitySDK/pois','[{''lang'': ''pt-PT'', ''value'': ''Postos de Abastecimento''}, {''lang'': ''en-GB'', ''value'': ''Petrol station''}, {''lang'': ''es-ES'', ''value'': ''Gasolineras''}]','2019-05-06T14:57:06.365000Z','[{''lang'': ''pt-PT'', ''value'': ''Cardoso Cabeleireiro''}, {''lang'': ''en-GB'', ''value'': ''Cardoso Cabeleireiro''}, {''lang'': ''es-ES'', ''value'': ''Cardoso Cabeleireiro''}]','[{''type'': ''x-citysdk/geographical-zone'', ''value'': ''Outras Zonas do Porto''}, {''type'': ''x-citysdk/themes'', ''value'': ''Investigar,Estudar''}, {''type'': ''x-citysdk/segments'', ''value'': ''Trabalhadores,Investigadores,Estudantes''}, {''type'': ''x-citysdk/cost-rating'', ''value'': ''1''}, {''type'': ''x-citysdk/average-time'', ''value'': ''0:0''}]','5cd04b42f979e000013a9c0f','[{''lang'': ''pt-PT'', ''term'': ''primary'', ''value'': ''M. Domingos & Pereira, Lda''}, {''lang'': ''en-GB'', ''term'': ''primary'', ''value'': ''M. Domingos & Pereira, Lda''}, {''lang'': ''es-ES'', ''term'': ''primary'', ''value'': ''M. Domingos & Pereira, Lda''}]','pt-PT','BEGIN:VCARD VERSION:2.1 REV:20190226T17:27:45Z N:M. Domingos & Pereira\, Lda;M. Domingos & Pereira\, Lda;;; FN:M. Domingos & Pereira\, Lda M. Domingos & Pereira\, Lda ORG:M. Domingos & Pereira\, Lda ADR;WORK:;1131;Avenida de Fernão de Magalhães;Porto;Porto;4350-169;Portugal TEL;WORK;VOICE:+351 225369901 END:VCARD','41.15988700','-8.59267100','[{''term'': ''open'', ''type'': ''text/icalendar'', ''value'': ''BEGIN:VCALENDAR VERSION:2.0 END:VCALENDAR''}]','2019-06-18T09:57:52.844000Z'
'True','https://city-api.wearebitmaker.com/CitySDK/pois','[{''lang'': ''pt-PT'', ''value'': ''Postos de Abastecimento''}, {''lang'': ''en-GB'', ''value'': ''Petrol station''}, {''lang'': ''es-ES'', ''value'': ''Gasolineras''}]','2019-05-06T14:57:06.366000Z','[]','[{''type'': ''x-citysdk/geographical-zone'', ''value'': ''Outras Zonas do Porto''}, {''type'': ''x-citysdk/themes'', ''value'': ''Investigar,Estudar''}, {''type'': ''x-citysdk/segments'', ''value'': ''Trabalhadores,Investigadores,Estudantes''}, {''type'': ''x-citysdk/cost-rating'', ''value'': ''1''}, {''type'': ''x-citysdk/average-time'', ''value'': ''0:0''}]','5cd04b42f979e000013a9c10','[{''lang'': ''pt-PT'', ''term'': ''primary'', ''value'': ''Gaspe, Lda''}, {''lang'': ''en-GB'', ''term'': ''primary'', ''value'': ''Gaspe, Lda''}, {''lang'': ''es-ES'', ''term'': ''primary'', ''value'': ''Gaspe, Lda''}]','pt-PT','BEGIN:VCARD VERSION:2.1 REV:20190226T17:27:45Z N:Gaspe\, Lda;Gaspe\, Lda;;; FN:Gaspe\, Lda Gaspe\, Lda ORG:Gaspe\, Lda ADR;WORK:;94;Rua de Ferreira Cardoso;Porto;Porto;;Portugal TEL;WORK;VOICE:+351 225375430 END:VCARD','41.14657700','-8.59607400','[{''term'': ''open'', ''type'': ''text/icalendar'', ''value'': ''BEGIN:VCALENDAR VERSION:2.0 END:VCALENDAR''}]','2019-06-18T09:59:00.980000Z'
'True','https://city-api.wearebitmaker.com/CitySDK/pois','[{''lang'': ''pt-PT'', ''value'': ''Postos de Abastecimento''}, {''lang'': ''en-GB'', ''value'': ''Petrol station''}, {''lang'': ''es-ES'', ''value'': ''Gasolineras''}]','2019-05-06T14:57:06.367000Z','[{''lang'': ''pt-PT'', ''value'': ''Casa Hortícola''}, {''lang'': ''en-GB'', ''value'': ''Casa Hortícola''}, {''lang'': ''es-ES'', ''value'': ''Casa Hortícola''}]','[{''type'': ''x-citysdk/geographical-zone'', ''value'': ''Outras Zonas do Porto''}, {''type'': ''x-citysdk/themes'', ''value'': ''Investigar,Estudar''}, {''type'': ''x-citysdk/segments'', ''value'': ''Estudantes,Investigadores,Trabalhadores''}, {''type'': ''x-citysdk/cost-rating'', ''value'': ''1''}, {''type'': ''x-citysdk/average-time'', ''value'': ''0:0''}]','5cd04b42f979e000013a9c11','[{''lang'': ''pt-PT'', ''term'': ''primary'', ''value'': ''M. Fátima F. M. Ribeiro Ferreira''}, {''lang'': ''en-GB'', ''term'': ''primary'', ''value'': ''M. Fátima F. M. Ribeiro Ferreira''}, {''lang'': ''es-ES'', ''term'': ''primary'', ''value'': ''M. Fátima F. M. Ribeiro Ferreira''}]','pt-PT','BEGIN:VCARD VERSION:2.1 REV:20190226T17:27:45Z N:M. Fátima F. M. Ribeiro Ferreira;M. Fátima F. M. Ribeiro Ferreira;;; FN:M. Fátima F. M. Ribeiro Ferreira M. Fátima F. M. Ribeiro Ferreira ORG:M. Fátima F. M. Ribeiro Ferreira ADR;WORK:;423;Rua de Pinto Bessa;Porto;Porto;;Portugal TEL;WORK;VOICE:+351 225100063 END:VCARD','41.14995900','-8.59096500','[{''term'': ''open'', ''type'': ''text/icalendar'', ''value'': ''BEGIN:VCALENDAR VERSION:2.0 END:VCALENDAR''}]','2019-06-18T09:59:47.081000Z'
